PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25650093","KIT mutation analysis in mast cell neoplasms: recommendations of the European Competence Network on Mastocytosis","Arock M, Sotlar K, Akin C, Broesby-Olsen S, Hoermann G, Escribano L, Kristensen TK, Kluin-Nelemans HC, Hermine O, Dubreuil P, Sperr WR, Hartmann K, Gotlib J, Cross NC, Haferlach T, Garcia-Montero A, Orfao A, Schwaab J, Triggiani M, Horny HP, Metcalfe DD, Reiter A, Valent P.","Leukemia. 2015 Jun;29(6):1223-32. doi: 10.1038/leu.2015.24. Epub 2015 Feb 4.","Arock M","Leukemia","2015","2015/02/05","PMC4522520","EMS64251","10.1038/leu.2015.24"
"25169217","The serum tryptase test: an emerging robust biomarker in clinical hematology","Valent P, Sperr WR, Sotlar K, Reiter A, Akin C, Gotlib J, Horny HP, Arock M.","Expert Rev Hematol. 2014 Oct;7(5):683-90. doi: 10.1586/17474086.2014.955008. Epub 2014 Aug 28.","Valent P","Expert Rev Hematol","2014","2014/08/30","PMC4603354","EMS65460","10.1586/17474086.2014.955008"
"25113638","Prostaglandin D2-supplemented ""functional eicosanoid testing and typing"" assay with peripheral blood leukocytes as a new tool in the diagnosis of systemic mast cell activation disease: an explorative diagnostic study","Schäfer D, Dreßen P, Brettner S, Rath NF, Molderings GJ, Jensen K, Ziemann C.","J Transl Med. 2014 Aug 12;12:213. doi: 10.1186/s12967-014-0213-2.","Schäfer D","J Transl Med","2014","2014/08/13","PMC4283146","","10.1186/s12967-014-0213-2"
"24951237","Diagnostic tools for hypersensitivity to platinum drugs and taxanes: skin testing, specific IgE, and mast cell/basophil mediators","Caiado J, Picard M.","Curr Allergy Asthma Rep. 2014 Aug;14(8):451. doi: 10.1007/s11882-014-0451-7.","Caiado J","Curr Allergy Asthma Rep","2014","2014/06/22","","","10.1007/s11882-014-0451-7"
"24947681","Anaphylaxis as a clinical manifestation of clonal mast cell disorders","Matito A, Alvarez-Twose I, Morgado JM, Sánchez-Muñoz L, Orfao A, Escribano L.","Curr Allergy Asthma Rep. 2014 Aug;14(8):450. doi: 10.1007/s11882-014-0450-8.","Matito A","Curr Allergy Asthma Rep","2014","2014/06/21","","","10.1007/s11882-014-0450-8"
"24920969","International consensus on (ICON) anaphylaxis","Simons FE, Ardusso LR, Bilò MB, Cardona V, Ebisawa M, El-Gamal YM, Lieberman P, Lockey RF, Muraro A, Roberts G, Sanchez-Borges M, Sheikh A, Shek LP, Wallace DV, Worm M.","World Allergy Organ J. 2014 May 30;7(1):9. doi: 10.1186/1939-4551-7-9. eCollection 2014.","Simons FE","World Allergy Organ J","2014","2014/06/13","PMC4038846","","10.1186/1939-4551-7-9"
"24820798","[Immediate drug hypersensitivity. Epidemiology, clinical features, triggers and management]","Brockow K.","Hautarzt. 2014 May;65(5):409-14. doi: 10.1007/s00105-013-2695-x.","Brockow K","Hautarzt","2014","2014/05/14","","","10.1007/s00105-013-2695-x"
"24782901","Non-steroidal anti-inflammatory drug hypersensitivity: association with elevated basal serum tryptase?","Seitz CS, Brockow K, Hain J, Trautmann A.","Allergy Asthma Clin Immunol. 2014 Apr 24;10(1):19. doi: 10.1186/1710-1492-10-19. eCollection 2014.","Seitz CS","Allergy Asthma Clin Immunol","2014","2014/05/01","PMC4002884","","10.1186/1710-1492-10-19"
"24702655","Risk factors and management of severe life-threatening anaphylaxis in patients with clonal mast cell disorders","Valent P.","Clin Exp Allergy. 2014 Jul;44(7):914-20. doi: 10.1111/cea.12318.","Valent P","Clin Exp Allergy","2014","2014/04/08","PMC4603355","EMS65461","10.1111/cea.12318"
"24656556","Delayed clinical and ex vivo response to mammalian meat in patients with IgE to galactose-alpha-1,3-galactose","Commins SP, James HR, Stevens W, Pochan SL, Land MH, King C, Mozzicato S, Platts-Mills TA.","J Allergy Clin Immunol. 2014 Jul;134(1):108-15. doi: 10.1016/j.jaci.2014.01.024. Epub 2014 Mar 20.","Commins SP","J Allergy Clin Immunol","2014","2014/03/25","PMC4125475","NIHMS567916","10.1016/j.jaci.2014.01.024"
"24622794","Evidence for contribution of epigenetic mechanisms in the pathogenesis of systemic mast cell activation disease","Haenisch B, Fröhlich H, Herms S, Molderings GJ.","Immunogenetics. 2014 May;66(5):287-97. doi: 10.1007/s00251-014-0768-3. Epub 2014 Mar 14.","Haenisch B","Immunogenetics","2014","2014/03/14","","","10.1007/s00251-014-0768-3"
"24472624","Mendelian inheritance of elevated serum tryptase associated with atopy and connective tissue abnormalities","Lyons JJ, Sun G, Stone KD, Nelson C, Wisch L, O'Brien M, Jones N, Lindsley A, Komarow HD, Bai Y, Scott LM, Cantave D, Maric I, Abonia JP, Rothenberg ME, Schwartz LB, Milner JD, Wilson TM.","J Allergy Clin Immunol. 2014 May;133(5):1471-4. doi: 10.1016/j.jaci.2013.11.039. Epub 2014 Jan 25.","Lyons JJ","J Allergy Clin Immunol","2014","2014/01/30","PMC4016972","NIHMS562127","10.1016/j.jaci.2013.11.039"
"24337177","[Surgical interventions in patients with mast cell activation disease. Aspects relevant for surgery using the example of a cholecystectomy]","Sido B, Dumoulin FL, Homann J, Hertfelder HJ, Bollmann M, Molderings GJ.","Chirurg. 2014 Apr;85(4):327-33. doi: 10.1007/s00104-013-2642-5.","Sido B","Chirurg","2014","2013/12/17","","","10.1007/s00104-013-2642-5"
"24136074","Mastocytosis presenting as cardiac emergency","Ridolo E, Triggiani M, Montagni M, Olivieri E, Ticinesi A, Nouvenne A, Magliacane D, de Crescenzo G, Meschi T.","Intern Emerg Med. 2013 Dec;8(8):749-52. doi: 10.1007/s11739-013-1012-0. Epub 2013 Oct 18.","Ridolo E","Intern Emerg Med","2013","2013/10/19","","","10.1007/s11739-013-1012-0"
"24098785","Familial occurrence of systemic mast cell activation disease","Molderings GJ, Haenisch B, Bogdanow M, Fimmers R, Nöthen MM.","PLoS One. 2013 Sep 30;8(9):e76241. doi: 10.1371/journal.pone.0076241. eCollection 2013.","Molderings GJ","PLoS One","2013","2013/10/08","PMC3787002","","10.1371/journal.pone.0076241"
"24044484","Mastocytosis: update on pharmacotherapy and future directions","Cardet JC, Akin C, Lee MJ.","Expert Opin Pharmacother. 2013 Oct;14(15):2033-45. doi: 10.1517/14656566.2013.824424.","Cardet JC","Expert Opin Pharmacother","2013","2013/09/19","PMC4362676","NIHMS667896","10.1517/14656566.2013.824424"
"23700415","Clinical effectiveness of hymenoptera venom immunotherapy: a prospective observational multicenter study of the European academy of allergology and clinical immunology interest group on insect venom hypersensitivity","Ruëff F, Przybilla B, Biló MB, Müller U, Scheipl F, Seitz MJ, Aberer W, Bodzenta-Lukaszyk A, Bonifazi F, Campi P, Darsow U, Haeberli G, Hawranek T, Küchenhoff H, Lang R, Quercia O, Reider N, Schmid-Grendelmeier P, Severino M, Sturm GJ, Treudler R, Wüthrich B.","PLoS One. 2013 May 20;8(5):e63233. doi: 10.1371/journal.pone.0063233. Print 2013.","Ruëff F","PLoS One","2013","2013/05/24","PMC3659083","","10.1371/journal.pone.0063233"
"23675567","Guidelines and diagnostic algorithm for patients with suspected systemic mastocytosis: a proposal of the Austrian competence network (AUCNM)","Valent P, Aberer E, Beham-Schmid C, Fellinger C, Fuchs W, Gleixner KV, Greul R, Hadzijusufovic E, Hoermann G, Sperr WR, Wimazal F, Wöhrl S, Zahel B, Pehamberger H.","Am J Blood Res. 2013 May 5;3(2):174-80. Print 2013.","Valent P","Am J Blood Res","2013","2013/05/16","PMC3649810","",""
"23593539","Mastocytosis: a paradigmatic example of a rare disease with complex biology and pathology","Valent P.","Am J Cancer Res. 2013 Apr 3;3(2):159-72. Print 2013.","Valent P","Am J Cancer Res","2013","2013/04/18","PMC3623836","",""
"23504229","The transcriptome of the human mast cell leukemia cells HMC-1.2: an approach to identify specific changes in the gene expression profile in KitD816V systemic mastocytosis","Haenisch B, Herms S, Molderings GJ.","Immunol Res. 2013 May;56(1):155-62. doi: 10.1007/s12026-013-8391-1.","Haenisch B","Immunol Res","2013","2013/03/19","","","10.1007/s12026-013-8391-1"
"23408045","Anesthetic considerations in pediatric mastocytosis: a review","Klein NJ, Misseldine S.","J Anesth. 2013 Aug;27(4):588-98. doi: 10.1007/s00540-013-1563-2. Epub 2013 Feb 14.","Klein NJ","J Anesth","2013","2013/02/15","","","10.1007/s00540-013-1563-2"
"23385621","[Mast cell activation syndrome]","Brockow K.","Hautarzt. 2013 Feb;64(2):102-6. doi: 10.1007/s00105-012-2452-6.","Brockow K","Hautarzt","2013","2013/02/07","","","10.1007/s00105-012-2452-6"
"23284625","Stimulated human mast cells secrete mitochondrial components that have autocrine and paracrine inflammatory actions","Zhang B, Asadi S, Weng Z, Sismanopoulos N, Theoharides TC.","PLoS One. 2012;7(12):e49767. doi: 10.1371/journal.pone.0049767. Epub 2012 Dec 17.","Zhang B","PLoS One","2012","2013/01/04","PMC3524249","","10.1371/journal.pone.0049767"
"23212667","Immunology and clinical manifestations of non-clonal mast cell activation syndrome","Cardet JC, Castells MC, Hamilton MJ.","Curr Allergy Asthma Rep. 2013 Feb;13(1):10-8. doi: 10.1007/s11882-012-0326-8.","Cardet JC","Curr Allergy Asthma Rep","2013","2012/12/06","PMC3545645","NIHMS426735","10.1007/s11882-012-0326-8"
"23179866","Mast cell activation syndrome: a review","Frieri M, Patel R, Celestin J.","Curr Allergy Asthma Rep. 2013 Feb;13(1):27-32. doi: 10.1007/s11882-012-0322-z.","Frieri M","Curr Allergy Asthma Rep","2013","2012/11/27","","","10.1007/s11882-012-0322-z"
"23179435","European Competence Network on Mastocytosis (ECNM): 10-year jubilee, update, and future perspectives","Valent P, Arock M, Bonadonna P, Brockow K, Broesby-Olsen S, Escribano L, Gleixner KV, Grattan C, Hadzijusufovic E, Hägglund H, Hermine O, Horny HP, Kluin-Nelemans HC, Maurer M, Niedoszytko M, Nedoszytko B, Nilsson G, Oude-Elberink HN, Orfao A, Radia D, Reiter A, Siebenhaar F, Sotlar K, Sperr WR, Triggiani M, VanDoormaal JJ, Várkonyi J, Yavuz S, Hartmann K.","Wien Klin Wochenschr. 2012 Dec;124(23-24):807-14. doi: 10.1007/s00508-012-0293-z. Epub 2012 Nov 20.","Valent P","Wien Klin Wochenschr","2012","2012/11/27","","","10.1007/s00508-012-0293-z"
"22957768","Systemic mast cell activation disease: the role of molecular genetic alterations in pathogenesis, heritability and diagnostics","Haenisch B, Nöthen MM, Molderings GJ.","Immunology. 2012 Nov;137(3):197-205. doi: 10.1111/j.1365-2567.2012.03627.x.","Haenisch B","Immunology","2012","2012/09/11","PMC3482677","","10.1111/j.1365-2567.2012.03627.x"
"22747567","Perinatal stress, brain inflammation and risk of autism-review and proposal","Angelidou A, Asadi S, Alysandratos KD, Karagkouni A, Kourembanas S, Theoharides TC.","BMC Pediatr. 2012 Jul 2;12:89. doi: 10.1186/1471-2431-12-89.","Angelidou A","BMC Pediatr","2012","2012/07/04","PMC3496584","","10.1186/1471-2431-12-89"
"22675325","Mast cell adenosine receptors function: a focus on the a3 adenosine receptor and inflammation","Rudich N, Ravid K, Sagi-Eisenberg R.","Front Immunol. 2012 Jun 4;3:134. doi: 10.3389/fimmu.2012.00134. eCollection 2012.","Rudich N","Front Immunol","2012","2012/06/08","PMC3366457","","10.3389/fimmu.2012.00134"
